id,date_received,body,status
4131741,2024-09-09 21:24:58.318954+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 142800, ""date"": 1725909898, ""text"": ""💍 Ваша супружеская жизнь будет крепкой и стабильной, где вместе вы преодолеете любые трудности и вызовы. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -54365538, ""post_id"": 142665, ""can_delete"": 1, ""post_owner_id"": -54365538, ""reply_to_user"": 154426117, ""reply_to_comment"": 142799, ""is_from_post_author"": true}, ""secret"": ""54365538qFf3f3g3GGh44h4ju5u"", ""event_id"": ""5cc80df5730f37ec61fc9d26eb79ed0a45d43021"", ""group_id"": 54365538}",3
4131743,2024-09-09 21:25:03.016609+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 932937, ""date"": 1725909902, ""text"": ""Всей электрике там 3.14зда"", ""from_id"": -11315796, ""post_id"": 932934, ""can_delete"": 1, ""post_owner_id"": -26090596}, ""secret"": ""26090596qFf34g45h56j5j5k5"", ""event_id"": ""786ec443871d97dcf45e0ba9d3fd967e83665146"", ""group_id"": 26090596}",3
4126961,2024-09-09 04:34:10.648881+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287675, ""date"": 1725849250, ""text"": ""16 апреля"", ""from_id"": 213472303, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""dcf2b7d305f7aa73a9ab9e050cd696b88e8b4b14"", ""group_id"": 49575094}",3
4131746,2024-09-09 21:25:05.950549+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168883, ""date"": 1725909905, ""text"": ""[club54365511|РАК]"", ""from_id"": 499340290, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511, ""reply_to_user"": -54365511, ""reply_to_comment"": 168882}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""6152bb54fbcb156bcf8295dc517bed36245dbf6c"", ""group_id"": 54365511}",3
4131747,2024-09-09 21:25:17.695684+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168884, ""date"": 1725909917, ""text"": ""Кольцо"", ""from_id"": 142102971, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""811ae666eb0a16f0b8e6ddd4529deba19831a8c2"", ""group_id"": 54365511}",3
4131748,2024-09-09 21:25:18.089391+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168885, ""date"": 1725909917, ""text"": ""🌟 Ваш брак будет источником вдохновения и радости, где каждый из вас будет поддерживать и вдохновлять другого. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -54365511, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511, ""reply_to_user"": 142102971, ""reply_to_comment"": 168884, ""is_from_post_author"": true}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""305421ea83f8146fdf282080e1ba84e1d1e323ef"", ""group_id"": 54365511}",3
4131751,2024-09-09 21:25:27.975911+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 178803, ""date"": 1725909927, ""text"": """", ""from_id"": 423515918, ""post_id"": 178779, ""attachments"": [{""type"": ""sticker"", ""style"": ""full"", ""sticker"": {""vmoji"": {""character_id"": ""681bb6b868426f806e17eb177fab6300""}, ""images"": [{""url"": ""https://sun1-83.userapi.com/ak12mhNdjX-GRLstcx2Kxm8wXV0TMS3NnNrALg/vSJipmnBhzY.png"", ""width"": 64, ""height"": 64}, {""url"": ""https://sun1-83.userapi.com/ak12mhNdjX-GRLstcx2Kxm8wXV0TMS3NnNrALg/vSJipmnBhzY.png"", ""width"": 128, ""height"": 128}, {""url"": ""https://sun1-83.userapi.com/ak12mhNdjX-GRLstcx2Kxm8wXV0TMS3NnNrALg/vSJipmnBhzY.png"", ""width"": 256, ""height"": 256}, {""url"": ""https://sun1-26.userapi.com/txvR_f1q4lxKxxRhDBfqfoNYCs_J2Za1pg0MTA/nyYaqGE2dzk.png"", ""width"": 352, ""height"": 352}, {""url"": ""https://sun1-26.userapi.com/txvR_f1q4lxKxxRhDBfqfoNYCs_J2Za1pg0MTA/nyYaqGE2dzk.png"", ""width"": 512, ""height"": 512}], ""render"": {""id"": ""33f3cc89d7fd18bd3b3b448425aaf002"", ""images"": [{""url"": ""https://sun1-20.userapi.com/vDcor_T4VL4z5o-J3C0cqpAtzKzyJ7D35f9_tw/L9p7xa6Jn_E.png"", ""theme"": ""dark"", ""width"": 256, ""height"": 256}, {""url"": ""https://sun1-83.userapi.com/ak12mhNdjX-GRLstcx2Kxm8wXV0TMS3NnNrALg/vSJipmnBhzY.png"", ""theme"": ""light"", ""width"": 256, ""height"": 256}, {""url"": ""https://sun1-26.userapi.com/txvR_f1q4lxKxxRhDBfqfoNYCs_J2Za1pg0MTA/nyYaqGE2dzk.png"", ""theme"": ""light"", ""width"": 512, ""height"": 512}, {""url"": ""https://sun1-96.userapi.com/yAIXWkFOEo81JeDGSoFT3_8zzUDTn_XhTXDijQ/UqCfy3dv-HY.png"", ""theme"": ""dark"", ""width"": 512, ""height"": 512}], ""is_stub"": false, ""is_rendering"": false}, ""inner_type"": ""base_sticker_new"", ""is_allowed"": true, ""product_id"": 1554, ""sticker_id"": 73607, ""images_with_background"": [{""url"": ""https://sun1-20.userapi.com/vDcor_T4VL4z5o-J3C0cqpAtzKzyJ7D35f9_tw/L9p7xa6Jn_E.png"", ""width"": 64, ""height"": 64}, {""url"": ""https://sun1-20.userapi.com/vDcor_T4VL4z5o-J3C0cqpAtzKzyJ7D35f9_tw/L9p7xa6Jn_E.png"", ""width"": 128, ""height"": 128}, {""url"": ""https://sun1-20.userapi.com/vDcor_T4VL4z5o-J3C0cqpAtzKzyJ7D35f9_tw/L9p7xa6Jn_E.png"", ""width"": 256, ""height"": 256}, {""url"": ""https://sun1-96.userapi.com/yAIXWkFOEo81JeDGSoFT3_8zzUDTn_XhTXDijQ/UqCfy3dv-HY.png"", ""width"": 352, ""height"": 352}, {""url"": ""https://sun1-96.userapi.com/yAIXWkFOEo81JeDGSoFT3_8zzUDTn_XhTXDijQ/UqCfy3dv-HY.png"", ""width"": 512, ""height"": 512}]}}], ""post_owner_id"": -54365479}, ""secret"": ""54365479qF34f34g43g4h"", ""event_id"": ""f542ff8642caf07c189292d7cff2bcbfe840ca3e"", ""group_id"": 54365479}",3
4131754,2024-09-09 21:25:40.766651+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168886, ""date"": 1725909940, ""text"": ""Рак"", ""from_id"": 499340290, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""7019e0a66c5ff56265f05928850c6deaef1f6f59"", ""group_id"": 54365511}",3
4131755,2024-09-09 21:25:40.95884+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168887, ""date"": 1725909940, ""text"": ""Подробный гороскоп для вас: t.me/+b5yXgO35m7BhYmQy#rak"", ""from_id"": -54365511, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511, ""reply_to_user"": 499340290, ""reply_to_comment"": 168886, ""is_from_post_author"": true}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""c8bed2962dba40ff52d99393d59cad422f247537"", ""group_id"": 54365511}",3
4131756,2024-09-09 21:25:42.742807+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168888, ""date"": 1725909942, ""text"": ""Рак"", ""from_id"": 142102971, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""8ed6f2a38ae97b525d8ff8a2a7f33ad825def665"", ""group_id"": 54365511}",3
4131757,2024-09-09 21:25:42.926222+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168889, ""date"": 1725909942, ""text"": ""Подробный гороскоп для вас: t.me/+b5yXgO35m7BhYmQy#rak"", ""from_id"": -54365511, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511, ""reply_to_user"": 142102971, ""reply_to_comment"": 168888, ""is_from_post_author"": true}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""5a8eb7857b666e05e56b7d996489d30ee832ac5e"", ""group_id"": 54365511}",3
4131758,2024-09-09 21:25:59.4387+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168890, ""date"": 1725909959, ""text"": ""Кольцо"", ""from_id"": 505168317, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""92dc7a82df82f63f2826b0860ebdd13f752ee70a"", ""group_id"": 54365511}",3
4131759,2024-09-09 21:25:59.640771+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168891, ""date"": 1725909959, ""text"": ""🌷 Ваш брак будет полон любви и страсти, где вы будете каждый день открывать друг друга заново. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -54365511, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511, ""reply_to_user"": 505168317, ""reply_to_comment"": 168890, ""is_from_post_author"": true}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""4cb4901612a30a4d369b1acb5197ba48d7ab7eb2"", ""group_id"": 54365511}",3
4131762,2024-09-09 21:26:20.677702+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 557640, ""date"": 1725909980, ""text"": ""Кольцо"", ""from_id"": 340113403, ""post_id"": 557366, ""can_delete"": 1, ""post_owner_id"": -49573982}, ""event_id"": ""f17a0480f49c598bd039ef299c464d25cd5e8d24"", ""group_id"": 49573982}",3
4131763,2024-09-09 21:26:20.960427+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 557641, ""date"": 1725909980, ""text"": ""🕊 Ваш брак будет источником покоя и гармонии, где вы будете чувствовать себя любимым и защищенным. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -49573982, ""post_id"": 557366, ""can_delete"": 1, ""post_owner_id"": -49573982, ""reply_to_user"": 340113403, ""reply_to_comment"": 557640, ""is_from_post_author"": true}, ""event_id"": ""b76581cc5e7ba0c743bea1f22faa21a43a33f918"", ""group_id"": 49573982}",3
4131764,2024-09-09 21:26:28.465976+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168892, ""date"": 1725909988, ""text"": ""Рак"", ""from_id"": 505168317, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511, ""reply_to_user"": 505168317, ""reply_to_comment"": 168890}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""b4317773cb5efd00ef838a2194ee66d1fae81f36"", ""group_id"": 54365511}",3
4131765,2024-09-09 21:26:28.66816+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 168893, ""date"": 1725909988, ""text"": ""Подробный гороскоп для вас: t.me/+b5yXgO35m7BhYmQy#rak"", ""from_id"": -54365511, ""post_id"": 168672, ""can_delete"": 1, ""post_owner_id"": -54365511, ""reply_to_user"": 505168317, ""reply_to_comment"": 168892, ""is_from_post_author"": true}, ""secret"": ""54365511qFf33g3g3g3h"", ""event_id"": ""5b9c0df7f7fbe3adf3f2ae0201740d2909e1ebe5"", ""group_id"": 54365511}",3
4131768,2024-09-09 21:27:01.370472+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 557642, ""date"": 1725910021, ""text"": ""Рыбы"", ""from_id"": 340113403, ""post_id"": 557366, ""can_delete"": 1, ""post_owner_id"": -49573982}, ""event_id"": ""d0c6feb7a59c70eb660c600e8652074f0fd0a5fd"", ""group_id"": 49573982}",3
4131769,2024-09-09 21:27:01.618159+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 557643, ""date"": 1725910021, ""text"": ""Подробный гороскоп для вас: t.me/+p7wKPT41wxdkMThi#ryby"", ""from_id"": -49573982, ""post_id"": 557366, ""can_delete"": 1, ""post_owner_id"": -49573982, ""reply_to_user"": 340113403, ""reply_to_comment"": 557642, ""is_from_post_author"": true}, ""event_id"": ""86f78f9d6f2dd78f4ce10005ab54133c9cc723f7"", ""group_id"": 49573982}",3
4131770,2024-09-09 21:27:09.177571+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 166786, ""date"": 1725910029, ""text"": ""Кольцо"", ""from_id"": 209075209, ""post_id"": 166684, ""can_delete"": 1, ""post_owner_id"": -54365555}, ""secret"": ""54365555qFf34g4334hm7856m"", ""event_id"": ""d9cba146c17458c3f7998a64530e191dbb7e733c"", ""group_id"": 54365555}",3
4131771,2024-09-09 21:27:09.380959+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 166787, ""date"": 1725910029, ""text"": ""🌷 В вашем браке будет много любви и взаимной заботы, где каждый из вас будет чувствовать себя особенным и нужным. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -54365555, ""post_id"": 166684, ""can_delete"": 1, ""post_owner_id"": -54365555, ""reply_to_user"": 209075209, ""reply_to_comment"": 166786, ""is_from_post_author"": true}, ""secret"": ""54365555qFf34g4334hm7856m"", ""event_id"": ""7c7d805166c14e45fe6dad7e923d1856a421cc69"", ""group_id"": 54365555}",3
4131774,2024-09-09 21:27:28.612686+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 163701, ""date"": 1725910048, ""text"": ""Кольцо"", ""from_id"": 606034066, ""post_id"": 163477, ""can_delete"": 1, ""post_owner_id"": -54365565}, ""secret"": ""54365565qFf34g4g3h3f6jh"", ""event_id"": ""964ff19b9fc56821b0c041555228e5700e94dd68"", ""group_id"": 54365565}",3
4126990,2024-09-09 04:55:22.989066+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287681, ""date"": 1725850522, ""text"": ""10 ноября"", ""from_id"": 600221709, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""4dda921630c684609d0e3559818d2acb0cbb8716"", ""group_id"": 49575094}",3
4131775,2024-09-09 21:27:29.033143+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 163702, ""date"": 1725910048, ""text"": ""🌟 В вашем браке будет царить гармония и мир, где любовь станет основой всех ваших решений и действий. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -54365565, ""post_id"": 163477, ""can_delete"": 1, ""post_owner_id"": -54365565, ""reply_to_user"": 606034066, ""reply_to_comment"": 163701, ""is_from_post_author"": true}, ""secret"": ""54365565qFf34g4g3h3f6jh"", ""event_id"": ""b43929b61dc05ebd006aa8ecf0b0b838d282e5de"", ""group_id"": 54365565}",3
4131778,2024-09-09 21:27:42.814733+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 138561, ""date"": 1725910062, ""text"": ""Кольцо"", ""from_id"": 31095895, ""post_id"": 138511, ""can_delete"": 1, ""post_owner_id"": -29062628}, ""secret"": ""29062628qFf2f3g3g34g34g3"", ""event_id"": ""aa449c91d69f90f93c726d204a8c18a5a699164b"", ""group_id"": 29062628}",3
4131779,2024-09-09 21:27:43.008385+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 138562, ""date"": 1725910062, ""text"": ""💖 Ваш брак будет строиться на взаимопонимании и уважении, где каждый из вас будет чувствовать себя важным и ценным. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -29062628, ""post_id"": 138511, ""can_delete"": 1, ""post_owner_id"": -29062628, ""reply_to_user"": 31095895, ""reply_to_comment"": 138561, ""is_from_post_author"": true}, ""secret"": ""29062628qFf2f3g3g34g34g3"", ""event_id"": ""3825db6371b72c8aff6314c88e91f5daa786e105"", ""group_id"": 29062628}",3
4126995,2024-09-09 05:05:04.427599+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287683, ""date"": 1725851104, ""text"": ""12 мая"", ""from_id"": 92075028, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""85ba4e672bbb6f5032f03d43620a78f9b861fd49"", ""group_id"": 49575094}",3
4131781,2024-09-09 21:27:45.077061+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 163703, ""date"": 1725910064, ""text"": ""[club54365565|КОЗЕРОГ], Овен"", ""from_id"": 606034066, ""post_id"": 163477, ""can_delete"": 1, ""post_owner_id"": -54365565, ""reply_to_user"": -54365565, ""reply_to_comment"": 163702}, ""secret"": ""54365565qFf34g4g3h3f6jh"", ""event_id"": ""fd6fb0048b11bff61a240c5ccadd498aaab03be8"", ""group_id"": 54365565}",3
4131782,2024-09-09 21:27:45.25227+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 163704, ""date"": 1725910065, ""text"": ""Подробный гороскоп для вас: t.me/+TlSW7jOu9zdhNWE6#oven"", ""from_id"": -54365565, ""post_id"": 163477, ""can_delete"": 1, ""post_owner_id"": -54365565, ""reply_to_user"": 606034066, ""reply_to_comment"": 163703, ""is_from_post_author"": true}, ""secret"": ""54365565qFf34g4g3h3f6jh"", ""event_id"": ""cc003e7f05a185c27846cd629fbd8a86ea6ef1d3"", ""group_id"": 54365565}",3
4128697,2024-09-09 18:36:46.637847+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 453829, ""date"": 1725899806, ""text"": ""Кольцо"", ""from_id"": 534676115, ""post_id"": 453796, ""can_delete"": 1, ""post_owner_id"": -29038248}, ""secret"": ""29038248qFg45gh45h4h4h4hs4t"", ""event_id"": ""f06434480b5547c61231ef99a408c8725c623941"", ""group_id"": 29038248}",3
